name,prefix,seed,dim,radius,merge,clunum,ari,nmi,sum
DaDC,high_data,0,2,0.16,True,12,0.020564521689896573,0.130152893133368,0.15071741482326456
DaDC,high_data,0,2,0.17,True,6,0.009042138530758704,0.06665736520519754,0.07569950373595624
DaDC,high_data,0,2,0.19,True,8,0.003428768300937474,0.03790252195936952,0.041331290260307
DaDC,high_data,0,2,0.21,True,13,0.14409217772435085,0.34102008429693326,0.4851122620212841
DaDC,high_data,0,2,0.22,True,3,0.006121148691821578,0.05670145916923793,0.0628226078610595
DaDC,high_data,0,2,0.23,True,5,0.011037680664056233,0.0839506884728073,0.09498836913686354
DaDC,high_data,0,2,0.24,True,5,0.005695205793634594,0.05327294657282451,0.05896815236645911
DaDC,high_data,0,2,0.35,True,3,0.0006751883240889313,0.009256617442712126,0.009931805766801057
DaDC,high_data,0,2,0.45,True,4,0.016003048647630778,0.10477156459395538,0.12077461324158616
DaDC,high_data,0,2,0.55,True,5,0.005117100030730035,0.049037120330205256,0.05415422036093529
DaDC,high_data,0,2,0.6,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,0.65,True,2,0.0020579025677078164,0.023546525865373723,0.025604428433081538
DaDC,high_data,0,2,0.7,True,2,0.002104662044749012,0.023967421692321723,0.026072083737070734
DaDC,high_data,0,2,0.75,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,0.8,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,0.85,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,0.9,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,0.95,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,1,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,1.1,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,1.2,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,1.3,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,1.4,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,1.5,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,1.6,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,1.7,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,1.8,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,1.9,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,2,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,2.5,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,3,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,4,True,1,0.0,0.0,0.0
DaDC,high_data,0,2,5,True,1,0.0,0.0,0.0
DaDC,high_data,0,5,0.16,True,456,0.08690404950178884,0.3687324769978408,0.4556365264996296
DaDC,high_data,0,5,0.17,True,440,0.3141639132073096,0.5191188798328689,0.8332827930401785
DaDC,high_data,0,5,0.19,True,407,0.24508354175173352,0.47571055755437147,0.720794099306105
DaDC,high_data,0,5,0.21,True,372,0.06586390333268533,0.3498600284602771,0.4157239317929624
DaDC,high_data,0,5,0.22,True,344,0.06432692133657014,0.34638146897668887,0.410708390313259
DaDC,high_data,0,5,0.23,True,324,0.2569394712063312,0.48200600275116656,0.7389454739574978
DaDC,high_data,0,5,0.24,True,298,0.2321843227872143,0.454966638385614,0.6871509611728284
DaDC,high_data,0,5,0.35,True,151,0.11356059204259923,0.37310350264885045,0.48666409469144967
DaDC,high_data,0,5,0.45,True,67,0.03340406490980128,0.18241727260550725,0.21582133751530852
DaDC,high_data,0,5,0.55,True,33,0.009272131537863694,0.08054801573631999,0.08982014727418369
DaDC,high_data,0,5,0.6,True,27,0.026684354031756646,0.1587447206751843,0.18542907470694095
DaDC,high_data,0,5,0.65,True,13,0.016044404292503665,0.1057484431661905,0.12179284745869418
DaDC,high_data,0,5,0.7,True,11,0.003021903687725373,0.03485564699197283,0.0378775506796982
DaDC,high_data,0,5,0.75,True,7,0.0014478689964340632,0.01880676077822261,0.020254629774656672
DaDC,high_data,0,5,0.8,True,8,0.003637819891639873,0.03957811007469622,0.043215929966336095
DaDC,high_data,0,5,0.85,True,6,0.0007491469295006491,0.010487834276458264,0.011236981205958913
DaDC,high_data,0,5,0.9,True,5,0.0005601586461313119,0.007985125670020335,0.008545284316151647
DaDC,high_data,0,5,0.95,True,4,0.00016690225914525972,0.002529856485614565,0.0026967587447598246
DaDC,high_data,0,5,1,True,1,0.0,0.0,0.0
DaDC,high_data,0,5,1.1,True,3,5.470424228036156e-05,0.0008445376792953462,0.0008992419215757078
DaDC,high_data,0,5,1.2,True,1,0.0,0.0,0.0
DaDC,high_data,0,5,1.3,True,1,0.0,0.0,0.0
DaDC,high_data,0,5,1.4,True,1,0.0,0.0,0.0
DaDC,high_data,0,5,1.5,True,1,0.0,0.0,0.0
DaDC,high_data,0,5,1.6,True,1,0.0,0.0,0.0
DaDC,high_data,0,5,1.7,True,1,0.0,0.0,0.0
DaDC,high_data,0,5,1.8,True,1,0.0,0.0,0.0
DaDC,high_data,0,5,1.9,True,1,0.0,0.0,0.0
DaDC,high_data,0,5,2,True,1,0.0,0.0,0.0
DaDC,high_data,0,5,2.5,True,1,0.0,0.0,0.0
DaDC,high_data,0,5,3,True,1,0.0,0.0,0.0
DaDC,high_data,0,5,4,True,1,0.0,0.0,0.0
DaDC,high_data,0,5,5,True,1,0.0,0.0,0.0
DaDC,high_data,0,10,0.16,True,554,0.5838371848857796,0.693357476962288,1.2771946618480676
DaDC,high_data,0,10,0.17,True,547,0.5937121781302359,0.6863634674481192,1.280075645578355
DaDC,high_data,0,10,0.19,True,524,0.5445297384166882,0.7043295264840237,1.248859264900712
DaDC,high_data,0,10,0.21,True,520,0.46049902161298056,0.6684431904541706,1.128942212067151
DaDC,high_data,0,10,0.22,True,541,0.35320439778924856,0.6090455870349616,0.9622499848242101
DaDC,high_data,0,10,0.23,True,532,0.34097327730449317,0.6002894605110995,0.9412627378155927
DaDC,high_data,0,10,0.24,True,526,0.40179773987752315,0.6433958342267101,1.0451935741042333
DaDC,high_data,0,10,0.35,True,511,0.4881516333104666,0.6528281779871441,1.1409798112976106
DaDC,high_data,0,10,0.45,True,479,0.34020174704675366,0.6066337482383934,0.9468354952851471
DaDC,high_data,0,10,0.55,True,346,0.20913936434425823,0.5162441884333452,0.7253835527776034
DaDC,high_data,0,10,0.6,True,274,0.15178637077096607,0.4415875863295419,0.593373957100508
DaDC,high_data,0,10,0.65,True,218,0.13572410912882957,0.406519326624124,0.5422434357529535
DaDC,high_data,0,10,0.7,True,179,0.11348857955033949,0.3628152790406966,0.4763038585910361
DaDC,high_data,0,10,0.75,True,135,0.10559903077926013,0.35717264993460895,0.4627716807138691
DaDC,high_data,0,10,0.8,True,116,0.06203288235404715,0.2742885090028684,0.3363213913569155
DaDC,high_data,0,10,0.85,True,79,0.05103535309821558,0.22580613238480815,0.27684148548302373
DaDC,high_data,0,10,0.9,True,56,0.04313414500258783,0.2030551929463135,0.24618933794890133
DaDC,high_data,0,10,0.95,True,46,0.031666752615636416,0.16874065966220816,0.2004074122778446
DaDC,high_data,0,10,1,True,36,0.0059362324178348115,0.05825949739666913,0.06419572981450394
DaDC,high_data,0,10,1.1,True,18,0.003327053148509654,0.037653879743545934,0.04098093289205559
DaDC,high_data,0,10,1.2,True,9,0.0036977512925314613,0.03889645724584314,0.0425942085383746
DaDC,high_data,0,10,1.3,True,6,0.0003116764070735307,0.004629816869164227,0.004941493276237757
DaDC,high_data,0,10,1.4,True,4,0.0001102843009794967,0.0016876718347816734,0.0017979561357611702
DaDC,high_data,0,10,1.5,True,2,8.280518487049538e-05,0.0012665811870729432,0.0013493863719434387
DaDC,high_data,0,10,1.6,True,2,8.280518487049538e-05,0.0012665811870729432,0.0013493863719434387
DaDC,high_data,0,10,1.7,True,1,0.0,0.0,0.0
DaDC,high_data,0,10,1.8,True,1,0.0,0.0,0.0
DaDC,high_data,0,10,1.9,True,1,0.0,0.0,0.0
DaDC,high_data,0,10,2,True,1,0.0,0.0,0.0
DaDC,high_data,0,10,2.5,True,1,0.0,0.0,0.0
DaDC,high_data,0,10,3,True,1,0.0,0.0,0.0
DaDC,high_data,0,10,4,True,1,0.0,0.0,0.0
DaDC,high_data,0,10,5,True,1,0.0,0.0,0.0
DaDC,high_data,0,50,0.16,True,1125,0.39718659463517475,0.6385470064114442,1.035733601046619
DaDC,high_data,0,50,0.17,True,1381,0.4019245319135624,0.6106328187115552,1.0125573506251175
DaDC,high_data,0,50,0.19,True,1428,0.5800478045079659,0.6307320277662254,1.2107798322741914
DaDC,high_data,0,50,0.21,True,1397,0.5673392615297523,0.6304232158793863,1.1977624774091387
DaDC,high_data,0,50,0.22,True,924,0.6537154947632562,0.688497317306774,1.3422128120700303
DaDC,high_data,0,50,0.23,True,1324,0.4601085639718168,0.6151044231566818,1.0752129871284986
DaDC,high_data,0,50,0.24,True,1307,0.5308071850379128,0.6225320788791187,1.1533392639170315
DaDC,high_data,0,50,0.35,True,750,0.5442138204606097,0.6745354182848599,1.2187492387454695
DaDC,high_data,0,50,0.45,True,604,0.43561211075827433,0.6069603964280141,1.0425725071862884
DaDC,high_data,0,50,0.55,True,522,0.48732024297256593,0.6747768251734234,1.1620970681459895
DaDC,high_data,0,50,0.6,True,513,0.41646836468031284,0.6280599202420558,1.0445282849223687
DaDC,high_data,0,50,0.65,True,506,0.3950178615371418,0.554637209382584,0.9496550709197258
DaDC,high_data,0,50,0.7,True,505,0.3906474225313217,0.5725291201288307,0.9631765426601524
DaDC,high_data,0,50,0.75,True,504,0.2824493270046746,0.4934550596719047,0.7759043866765793
DaDC,high_data,0,50,0.8,True,507,0.4107151247162876,0.5847731849243583,0.9954883096406459
DaDC,high_data,0,50,0.85,True,503,0.28037931561995083,0.4806975676267411,0.7610768832466919
DaDC,high_data,0,50,0.9,True,503,0.302146405260929,0.48519046102464325,0.7873368662855722
DaDC,high_data,0,50,0.95,True,502,0.060177137805982675,0.2636278249246987,0.3238049627306814
DaDC,high_data,0,50,1,True,502,0.05330599417646187,0.24751934909063467,0.30082534326709653
DaDC,high_data,0,50,1.1,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,50,1.2,True,503,0.30173523867688185,0.48062416789262435,0.7823594065695062
DaDC,high_data,0,50,1.3,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,50,1.4,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,50,1.5,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,50,1.6,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,50,1.7,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,50,1.8,True,491,0.03866203009026064,0.2001189859559189,0.23878101604617955
DaDC,high_data,0,50,1.9,True,472,0.03633038315264884,0.18999407935677706,0.2263244625094259
DaDC,high_data,0,50,2,True,374,0.025544875396206822,0.14970278511216015,0.17524766050836696
DaDC,high_data,0,50,2.5,True,29,0.000896671368447421,0.012507843958245297,0.013404515326692719
DaDC,high_data,0,50,3,True,1,0.0,0.0,0.0
DaDC,high_data,0,50,4,True,1,0.0,0.0,0.0
DaDC,high_data,0,50,5,True,1,0.0,0.0,0.0
DaDC,high_data,0,100,0.16,True,1768,0.5196579503014569,0.6163250756227845,1.1359830259242414
DaDC,high_data,0,100,0.17,True,1714,0.5288895805107305,0.6205464639581583,1.1494360444688887
DaDC,high_data,0,100,0.19,True,1869,0.5853897887864361,0.6171880335460818,1.2025778223325179
DaDC,high_data,0,100,0.21,True,1502,0.4881324077828658,0.6241812025793428,1.1123136103622087
DaDC,high_data,0,100,0.22,True,1026,0.5613145562593056,0.6781074382805705,1.2394219945398761
DaDC,high_data,0,100,0.23,True,1186,0.6186738644226256,0.6682989602828902,1.2869728247055159
DaDC,high_data,0,100,0.24,True,1348,0.782306495579767,0.6922767775059259,1.4745832730856927
DaDC,high_data,0,100,0.35,True,736,0.4513735995543683,0.6459132355400956,1.0972868350944638
DaDC,high_data,0,100,0.45,True,589,0.30282623033099165,0.5687439601171332,0.8715701904481249
DaDC,high_data,0,100,0.55,True,560,0.3491089886966294,0.6210514351749542,0.9701604238715835
DaDC,high_data,0,100,0.6,True,520,0.3607942020743874,0.6274364103936763,0.9882306124680637
DaDC,high_data,0,100,0.65,True,508,0.33939835560661,0.5975963391070725,0.9369946947136826
DaDC,high_data,0,100,0.7,True,505,0.15364580016504306,0.44998403212880406,0.6036298322938471
DaDC,high_data,0,100,0.75,True,504,0.1412010376279249,0.43743329765229705,0.5786343352802219
DaDC,high_data,0,100,0.8,True,505,0.18960236564750224,0.4794724518621914,0.6690748175096937
DaDC,high_data,0,100,0.85,True,503,0.09439435890456398,0.3472184208946317,0.44161277979919566
DaDC,high_data,0,100,0.9,True,503,0.09188589248475611,0.3422442776714354,0.4341301701561915
DaDC,high_data,0,100,0.95,True,503,0.08919101891875764,0.33661908596188195,0.4258101048806396
DaDC,high_data,0,100,1,True,502,0.26354351685382144,0.48506341174951384,0.7486069286033352
DaDC,high_data,0,100,1.1,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,100,1.2,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,100,1.3,True,505,0.04308872725817813,0.21750232174573256,0.26059104900391067
DaDC,high_data,0,100,1.4,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,100,1.5,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,100,1.6,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,100,1.7,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,100,1.8,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,100,1.9,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,100,2,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,100,2.5,True,501,0.040072737904396395,0.2080131544681597,0.2480858923725561
DaDC,high_data,0,100,3,True,275,0.014795522809469634,0.10637730505983392,0.12117282786930356
DaDC,high_data,0,100,4,True,6,0.0001381027497278602,0.0021083158878814805,0.002246418637609341
DaDC,high_data,0,100,5,True,1,0.0,0.0,0.0
